postal_code,walk_score,bike_score,transit_score
T3H 2W5,26,55,55
T3H 3X5,20,47,38
T3E 2Z7,64,76,54
T3E 4W3,48,65,49
T2N 1W4,88,91,65
T3E 3A8,66,87,55
T3G 3X2,25,84,36
T2X 0C8,47,66,23
T3K 5M4,46,58,53
T3G 3B5,32,57,34
T3J 2S8,48,71,53
T3G 4A9,72,71,53
T3G 5L2,13,53,32
T2G 1C7,90,94,74
T3G 3X2,15,56,38
T2Y 4P5,7,50,25
T3H 0G2,21,38,43
T3N 0L4,0,26,18
T3N 0R1,0,26,18
T3M 1A8,18,65,36
T3B 6J9,9,41,36
T3G 3N4,16,48,38
T3E 4V5,48,61,48
T2X 1P2,29,71,50
T2T 1T9,69,75,46
T2S 2Y7,34,76,50
T2N 3V6,51,61,60
T3H 4T2,12,72,55
T3H 3L7,63,72,46
T2K 1M1,48,89,49
T2B 2E2,9,55,42
T2A 2H6,18,46,52
T2X 0M7,8,39,30
T3G 5R1,31,57,38
T1Y 7E7,22,59,39
T3J 5C7,19,46,60
T2N 0E5,86,99,71
T2E 4C4,74,99,56
T2J 2L7,32,66,50
T3P 1M6,N/A,N/A,N/A
T2S 1T8,48,81,52
T3L 1Y3,11,59,33
T2N 1W3,90,99,70
T3B 2E5,50,83,46
T3M 1Y9,8,55,34
T3C 0N7,75,92,62
T2S 1R2,50,90,54
T2Z 0W7,30,65,44
T3M 0P3,9,35,34
T2Y 0H8,48,53,29
T3P 1J7,0,30,0
T3P 0G2,0,33,0
T2X 0E4,30,63,32
T2W 1H6,41,68,58
T2Y 5A8,9,30,29
T2W 2K8,31,71,55
T3E 6R4,50,76,43
T2K 1P3,56,89,46
T3N 1R8,0,26,18
T3G 4B1,36,72,35
T2T 3S7,45,84,43
T2V 2W1,18,66,42
T3B 2Z8,25,83,51
T3P 1N1,0,30,0
T2X 0Z4,12,45,38
T2M 0W8,78,97,58
T3P 0W7,0,30,0
T3C 3B7,67,10,50
T3E 2S6,71,91,57
T2T 1C8,51,77,47
T3A 2W4,72,83,55
T2T 1E1,49,77,47
T3B 2Z4,42,60,46
T3B 6G6,9,41,36
T2S 1R5,51,78,53
T3C 3B7,51,90,54
T3A 2W4,60,93,49
T2T 4C8,48,80,41
T2E 7Y1,24,54,34
T3J 5E9,8,59,31
T3J 2V7,51,93,55
T2L 2H8,48,69,50
T2T 1N8,66,76,48
T2A 2S7,56,63,58
T2E 4N9,64,98,53
T2K 0S6,22,56,56
T2T 6B5,75,78,50
T2T 4M8,53,78,51
T3M 2B1,8,55,34
T2S 0W9,11,78,53
T2T 1B1,58,91,49
T2K 3T9,45,75,52
T3B 5J7,55,82,59
T2S 0R6,64,93,45
T1Y 2Y2,41,73,54
T3A 6A4,61,91,62
T3J 2V7,48,70,57
T2M 4J3,44,N/A,68
T2T 4G3,58,81,48
T2M 0P3,72,95,59
T2Z 3G7,13,60,34
T2T 4G1,62,81,49
T3M 0J1,1,27,22
T3L 2B1,46,71,56
T3R 0Y7,17,35,35
T2E 8G7,46,78,43
T3H 3K1,10,44,37
T3C 1Y2,50,90,48
T3K 1H2,42,64,54
T2M 4J3,45,88,63
T3C 1Y2,31,83,43
T2N 1Y2,91,99,68
T2Y 0P9,9,60,37
T2Y 0G5,3,29,28
T2S 3H4,46,76,41
T3A 6C5,23,55,39
T2X 3Z9,12,45,38
T3P 0Z2,0,30,0
T3M 1W7,8,55,34
T3A 5V9,17,24,35
T3C 1L5,59,93,59
T3M 2J7,8,55,34
T3J 4T7,3,56,37
T2E 4Y5,46,78,43
T2V 2C4,27,84,49
T3A 3P6,11,42,29
T2W 6G7,27,60,48
T2W 2N5,0,22,0
T1Y 4M4,42,71,49
T2T 4R2,40,80,39
T2E 1S6,75,84,51
T2X 3E8,25,52,40
T2N 3X1,37,81,60
T3E 6S4,51,64,44
T2Y 3X8,19,35,33
T3A 6E2,2,25,39
T2G 3N2,50,66,44
T2W 2N5,5,53,33
T2T 3S8,49,82,40
T2L 0Z2,36,81,49
T2B 3V2,22,42,42
T3E 1V7,53,82,56
T2Y 4W5,35,66,33
T2N 0S7,47,89,50
T2S 1E4,57,87,49
T3H 3N6,1,23,38
T3H 0J6,24,66,57
T3E 5Y7,12,53,37
T3R 1P6,30,52,40
T2L 0P3,48,77,45
T2Y 5B3,12,52,25
T3H 5X7,26,50,31
T3R 1V2,0,38,0
T2C 0W7,44,61,47
T3K 4S6,71,67,54
T3B 2E4,41,81,46
T2R 1C2,95,95,76
T2K 3P4,57,67,54
T2N 1T9,84,99,64
T2Z 1X2,25,63,40
T2S 1N8,52,90,51
T2P 1P1,83,88,78
T3B 0P1,59,90,43
T2T 0E7,78,85,59
T2J 3C2,26,73,34
T2T 1W6,68,82,47
T2X 2B9,12,45,38
T3M 1R8,2,19,23
T3A 4R7,35,65,30
T3P 1H9,0,23,17
T2Y 2W9,10,49,33
T2B 1G5,60,62,53
T2W 4T9,36,66,31
T2T 6C2,61,81,45
T2X 0X6,12,45,38
T2Z 2S1,17,65,31
T3C 3E9,35,85,44
T2H 1B8,48,79,57
T3G 2R7,22,54,40
T3H 5Z7,11,73,56
T3R 0W7,0,38,0
T2X 0M6,4,55,27
T2N 0K8,48,88,49
T3P 0K9,0,30,0
T2E 2A7,49,83,48
T3K 0M7,51,61,37
T2X 2J1,6,47,22
T3M 1Z1,8,55,34
T3A 2M9,59,91,49
T2W 1R9,14,65,42
T3K 4M2,23,62,37
T3M 2T4,N/A,N/A,N/A
T3K 0P6,22,56,41
T2S 0R4,75,97,54
T3H 0X5,31,67,38
T3H 1S2,37,75,37
T2X 0L9,8,49,31
T2Y 2N4,30,66,49
T2T 2L5,34,73,41
T1Y 4K2,41,75,54
T1Y 6W4,38,63,41
T3K 5M7,12,48,41
T2T 1R6,65,77,48
T2Z 0T5,39,70,44
T2P 0E7,85,89,78
T2M 1C2,77,86,56
T1Y 2R6,30,69,43
T2V 0M3,63,82,57
T3N 1M5,0,26,18
T2V 5J9,57,79,58
T2A 5E6,61,65,55
T2P 3T9,87,96,74
T3N 1M6,11,44,34
T2Z 0J6,19,69,30
T2E 2C5,55,81,50
T2M 1N6,60,81,52
T2G 0S3,77,90,77
T3E 1Y6,59,93,58
T2T 0J5,70,85,51
T2V 2B1,24,71,44
T1Y 6Y2,29,64,40
T3K 6C5,47,92,53
T3H 5T4,39,54,52
T3B 1H1,66,92,45
T3G 5B8,26,41,53
T2R 0H8,95,87,52
T3M 2W8,34,73,38
T3K 4J8,22,61,36
T2E 6X3,79,78,48
T2T 1C4,60,84,46
T3N 0E1,13,42,34
T3M 1S9,28,73,40
T3H 0E3,58,65,32
T3K 6C5,32,65,50
T2R 0H8,93,96,70
T3M 0S5,31,54,37
T2M 3W5,52,90,63
T2E 0V7,81,97,53
T2Z 3T3,23,70,42
T2N 3L4,46,84,53
T3C 0M9,94,10,70
T3H 3L9,27,64,55
T3R 0J6,19,45,40
T2T 4M6,41,83,49
T2G 3P9,44,69,44
T2E 9C4,72,99,57
T2X 4C2,4,55,21
T3L 0C3,8,60,20
T3C 0M9,87,99,62
T2M 0S2,82,99,60
T2C 1B7,35,55,43
T3H 6B6,91,92,65
T3E 2M1,65,85,55
T3P 1M8,0,30,0
T2X 4E9,12,45,38
T2V 5J2,14,84,47
T2N 0C4,42,86,51
T2T 1W7,72,84,49
T3C 0P1,61,83,60
T2N 3J7,89,99,70
T3H 6B6,89,84,62
T2T 1W7,83,99,44
T3C 3C9,22,81,41
T1X 0L6,34,42,40
T3M 3B6,8,55,34
T2A 1C7,69,61,54
T2R 1B4,94,94,78
T3M 2R1,8,55,34
T2S 2C3,70,72,44
T2K 2A8,29,71,51
T2X 2G2,1,43,N/A
T3K 0Z4,53,69,51
T3M 1Y1,3,43,23
T3R 1K1,0,38,0
T3R 1R9,0,38,0
T3J 2X8,47,71,59
T3H 0H6,49,70,35
T3M 0X4,19,73,40
T3M 2G5,40,72,37
T3M 2H8,36,72,38
T3M 2X3,0,29,22
T3N 1T2,0,26,18
T2X 3C9,12,45,38
T3N 1G5,0,26,18
T3E 7R1,34,72,47
T2X 4H2,12,45,38
T2W 3L6,49,72,53
T2A 2P7,61,67,59
T3H 1B2,45,66,36
T2T 5A6,32,72,45
T3M 2V7,8,55,34
T3B 2N7,47,78,39
T2E 5C1,60,88,48
T3H 0A8,21,51,28
T3E 2H7,63,86,56
T2T 0Y7,34,78,52
T2E 0E8,69,98,63
T2Y 4V7,8,46,25
T2A 5P7,55,71,44
T3K 0N2,33,62,49
T2T 3J7,42,86,47
T2X 0N9,16,34,39
T3L 2V6,17,59,23
T2N 3M4,69,97,61
T3K 3A4,14,52,34
T2V 1H7,59,71,50
T2X 3L4,24,64,30
T3A 5H5,14,44,34
T2S 2W2,56,88,56
T3E 4S2,60,65,47
T2M 0P7,77,95,60
T2M 1L7,71,98,56
T2G 4Z9,88,88,79
T2Y 4X8,58,74,35
T2S 2K4,53,86,47
T2B 2N9,35,57,47
T2A 1M1,67,61,55
T2T 1P3,50,80,44
T3M 0B5,19,65,37
T2B 1B5,81,82,58
T2E 3H7,40,74,51
T2Y 2N8,37,66,50
T3H 0S3,11,71,56
T2N 0E8,93,99,72
T3H 4V2,5,48,29
T2N 2M1,71,10,63
T2V 2V6,21,79,46
T2B 1B5,68,62,54
T2N 2M1,67,89,61
